date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:37:31	30769/30769	---M--	200	added ('OK')	image/png	etag:%22a1125b03ffbdf6ef52ff65f2e049c4fe%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc88a2fdf113a4f1da5fd9_dr-cameron-williams.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc88a2fdf113a4f1da5fd9_dr-cameron-williams.png	(from https://medcare-template.webflow.io/doctor-specialty/cardiologist)
16:37:31	30466/30466	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2010:52:20%20GMT	https://medcare-template.webflow.io/doctors/dr-leslie-alexander	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-leslie-alexander.html	(from https://medcare-template.webflow.io/doctor-specialty/oncologist)
16:37:31	33838/33838	---M--	200	added ('OK')	image/png	etag:%2289a52dccc5a94acc1dd381f97276b799%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc895e9e0c505b2115b6a0_dr-leslie-alexander.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc895e9e0c505b2115b6a0_dr-leslie-alexander.png	(from https://medcare-template.webflow.io/doctor-specialty/oncologist)
16:37:31	25891/25891	---M--	200	added ('OK')	image/jpeg	etag:%22bdf8b1cd558fe0df74d944933843c911%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59cdb2386448a9c9b5f22_dr-broklyn-simon.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59cdb2386448a9c9b5f22_dr-broklyn-simon.jpg	(from https://medcare-template.webflow.io/doctors/dr-broklyn-simon)
16:37:32	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:31%20GMT	https://medcare-template.webflow.io/doctor-types/surgeon	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-types/surgeon.html	(from https://medcare-template.webflow.io/doctors)
16:37:32	25817/25817	---M--	200	added ('OK')	image/jpeg	etag:%2276321585840be108fc5e69110a36e11a%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59d2e7f7912fba358e950_dr-marks-stilleng.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59d2e7f7912fba358e950_dr-marks-stilleng.jpg	(from https://medcare-template.webflow.io/doctors/dr-marks-stilleng)
16:37:32	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:32%20GMT	https://medcare-template.webflow.io/doctors?412cb2f6_page=1	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors167e	(from https://medcare-template.webflow.io/doctors?412cb2f6_page=2)
16:37:32	120766/120766	---M--	200	added ('OK')	image/jpeg	etag:%229c7b9a000df78fff11094ae34b47c4af%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb24b05c9f490c5b8625e_parenting-tips-for-promoting-childrens-well-being.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb24b05c9f490c5b8625e_parenting-tips-for-promoting-childrens-well-being.jpg	(from https://medcare-template.webflow.io/post/parenting-tips-for-promoting-childrens-well-being)
16:37:33	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:33%20GMT	https://medcare-template.webflow.io/post/anytime-take-appointment-from-quality-doctor	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/anytime-take-appointment-from-quality-doctor	(from https://medcare-template.webflow.io/blog-authors/robert-fox)
16:37:33	30747/30747	---M--	200	added ('OK')	image/jpeg	etag:%2273f8f678ff819d763e215c36ad572753%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb16495dfb4b797fee9d8_anytime-take-appointment-from-quality-doctor.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb16495dfb4b797fee9d8_anytime-take-appointment-from-quality-doctor.jpg	(from https://medcare-template.webflow.io/blog-authors/robert-fox)
16:37:33	118927/118927	---M--	200	added ('OK')	image/jpeg	etag:%22a4a9e209e9c1b0e4ce289ca89effc113%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb1fc5b1e8fbd18710992_accessible-healthcare-solutions-for-everyone.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb1fc5b1e8fbd18710992_accessible-healthcare-solutions-for-everyone.jpg	(from https://medcare-template.webflow.io/post/accessible-healthcare-solutions-for-everyone)
16:37:34	102953/102953	---M--	200	added ('OK')	image/jpeg	etag:%226ed324ff73c7cf594a0846fcb7492656%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb1d80053ac7330b160b2_wellness-and-prevention-services.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb1d80053ac7330b160b2_wellness-and-prevention-services.jpg	(from https://medcare-template.webflow.io/post/wellness-and-prevention-services)
16:37:34	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:34%20GMT	https://medcare-template.webflow.io/blog?d1a17ff2_page=1	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/blogdff1	(from https://medcare-template.webflow.io/blog?d1a17ff2_page=2)
16:37:34	0/-1	---M--	502	error ('')			https://medcare-template.webflow.io/post/expert-advice-on-chronic-conditions	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/expert-advice-on-chronic-conditions.html	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:35	67394/67394	---M--	200	added ('OK')	image/jpeg	etag:%222d5f28929e4d523434b91c18d0452615%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb0eac4a02484244e4527_virtual-consultations-with-quality-doctor.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb0eac4a02484244e4527_virtual-consultations-with-quality-doctor.jpg	(from https://medcare-template.webflow.io/post/virtual-consultations-with-quality-doctor)
16:37:35	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:35%20GMT	https://medcare-template.webflow.io/service/ophthalmology	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/service/ophthalmology.html	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:35	91370/91370	---M--	200	added ('OK')	image/jpeg	etag:%2201dfb9e60e9b746c9cbe34798d8064cf%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb18f4db29f47bae9b129_get-treatment-from-our-experienced-doctor.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb18f4db29f47bae9b129_get-treatment-from-our-experienced-doctor.jpg	(from https://medcare-template.webflow.io/post/get-treatment-from-our-experienced-doctor)
16:37:35	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:35%20GMT	https://medcare-template.webflow.io/doctors/dr-esther-howard	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-esther-howard.html	(from https://medcare-template.webflow.io/doctor-specialty/pediatrician)
16:37:35	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:35%20GMT	https://medcare-template.webflow.io/doctors/dr-camron-william	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-camron-william.html	(from https://medcare-template.webflow.io/doctor-specialty/cardiologist)
16:37:35	26053/26053	---M--	200	added ('OK')	image/jpeg	etag:%22d2c95d0a889bb12c6d03d2d5fc8908cf%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59d55ecc3fa21c9e3d67c_dr-leslie-alexander.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59d55ecc3fa21c9e3d67c_dr-leslie-alexander.jpg	(from https://medcare-template.webflow.io/doctors/dr-leslie-alexander)
16:37:36	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:35%20GMT	https://medcare-template.webflow.io/doctors?412cb2f6_page=1	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors167e.html	(from https://medcare-template.webflow.io/doctors?412cb2f6_page=2)
16:37:36	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:35%20GMT	https://medcare-template.webflow.io/doctor-types/surgeon	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-types/surgeon.html	(from https://medcare-template.webflow.io/doctors)
16:37:36	0/-1	---M--	502	error ('')			https://medcare-template.webflow.io/post/expert-advice-on-chronic-conditions	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/expert-advice-on-chronic-conditions.html	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:36	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:36%20GMT	https://medcare-template.webflow.io/post/anytime-take-appointment-from-quality-doctor	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/anytime-take-appointment-from-quality-doctor.html	(from https://medcare-template.webflow.io/blog-authors/robert-fox)
16:37:37	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:36%20GMT	https://medcare-template.webflow.io/doctors/dr-camron-william	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-camron-william.html	(from https://medcare-template.webflow.io/doctor-specialty/cardiologist)
16:37:37	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:36%20GMT	https://medcare-template.webflow.io/doctors/dr-esther-howard	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-esther-howard.html	(from https://medcare-template.webflow.io/doctor-specialty/pediatrician)
16:37:37	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:37%20GMT	https://medcare-template.webflow.io/doctors?412cb2f6_page=1	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors167e.html	(from https://medcare-template.webflow.io/doctors?412cb2f6_page=2)
16:37:37	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:36%20GMT	https://medcare-template.webflow.io/blog?d1a17ff2_page=1	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/blogdff1.html	(from https://medcare-template.webflow.io/blog?d1a17ff2_page=2)
16:37:37	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:37%20GMT	https://medcare-template.webflow.io/post/anytime-take-appointment-from-quality-doctor	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/anytime-take-appointment-from-quality-doctor.html	(from https://medcare-template.webflow.io/blog-authors/robert-fox)
16:37:37	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:37%20GMT	https://medcare-template.webflow.io/blog?d1a17ff2_page=1	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/blogdff1.html	(from https://medcare-template.webflow.io/blog?d1a17ff2_page=2)
